,Age,Work_Experience,Family_Size,Gender_Male,Ever_Married_Yes,Graduated_Yes,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Spending_Score_High,Spending_Score_Low,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
3941,27,0.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3942,65,1.0,2.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3943,39,0.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3945,31,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3946,48,1.0,6.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3947,58,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3949,40,12.0,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3950,26,2.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3951,35,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3953,49,5.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3954,26,7.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3957,49,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3958,19,1.0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3959,39,2.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3960,37,0.0,4.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3961,41,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3962,26,8.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3963,38,1.0,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3964,35,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3965,49,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3967,38,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3969,70,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3970,21,9.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3971,58,8.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3972,28,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3973,57,0.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3974,37,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3975,52,1.0,3.0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
3976,35,0.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3977,30,4.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3978,35,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3979,31,14.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3980,37,0.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3981,71,0.0,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3982,66,0.0,1.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3984,26,0.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3985,31,8.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3986,67,0.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,51,1.0,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3988,39,7.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3989,60,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3991,36,9.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3993,30,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3996,60,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3997,40,6.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3998,83,0.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4000,33,0.0,5.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4001,43,1.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4002,71,0.0,5.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4003,50,1.0,5.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4004,57,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4005,35,2.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4006,66,0.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4007,46,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4008,26,1.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4009,21,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4010,42,8.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4011,40,1.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4012,27,0.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4013,37,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4015,35,9.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4016,28,0.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4017,27,6.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4018,81,1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4019,25,0.0,2.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4020,72,1.0,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4021,33,0.0,5.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4022,40,7.0,2.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4023,52,3.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4024,23,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4025,48,2.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4026,31,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4027,35,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4028,63,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
4031,37,7.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4032,67,9.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4033,37,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4034,22,7.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4035,46,4.0,3.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4036,41,6.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4037,59,1.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4039,84,0.0,3.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4041,50,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4043,74,12.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4044,48,0.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4045,47,1.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4046,45,0.0,5.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4048,53,0.0,4.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
4049,29,8.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4050,19,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4051,50,1.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4052,42,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4053,29,8.0,4.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4055,18,1.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4056,46,0.0,3.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4058,72,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4059,66,1.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
4061,41,8.0,2.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
4062,82,1.0,3.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4063,43,0.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4064,53,0.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4065,29,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4066,53,0.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4067,87,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4068,62,0.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4069,43,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4070,36,8.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4071,30,0.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4072,37,8.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4073,59,0.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4074,35,8.0,5.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4075,39,7.0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4076,19,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4078,40,10.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4080,43,3.0,4.0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
4081,43,6.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4082,29,9.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4083,27,1.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4084,23,6.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
4085,42,8.0,4.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4086,65,9.0,3.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4087,57,1.0,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4088,46,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4089,30,0.0,3.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4090,51,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4091,39,10.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4092,41,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4093,29,9.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
4094,76,0.0,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4096,23,8.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4097,33,8.0,2.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
4098,43,3.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4099,35,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4100,32,0.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4101,65,1.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4102,49,1.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4103,48,1.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4104,39,8.0,2.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4105,27,1.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4107,76,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4108,35,9.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4109,35,8.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4110,48,4.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4111,23,0.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4112,42,5.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4113,41,0.0,3.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4115,36,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4116,60,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
4117,46,1.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4119,20,8.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4120,31,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4121,26,0.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4122,28,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4123,18,7.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4124,30,7.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
4125,39,11.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4126,74,1.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4127,52,9.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4130,55,9.0,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4131,31,0.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4132,41,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4133,59,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4134,39,8.0,2.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4136,79,9.0,3.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4138,26,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4139,88,0.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4140,66,0.0,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4142,26,7.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
4143,41,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4144,36,4.0,3.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4145,38,3.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4146,81,0.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4147,25,5.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4149,32,0.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4150,28,9.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4151,29,1.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4152,28,7.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4153,26,8.0,5.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4154,47,1.0,4.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4155,50,1.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4156,70,1.0,2.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4158,39,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4159,60,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4160,63,0.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4161,68,1.0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4162,47,0.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4163,40,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4164,46,1.0,3.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4165,42,6.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4166,48,0.0,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4167,53,1.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4168,65,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4169,26,0.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4170,35,0.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4171,27,0.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4172,86,0.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4173,30,1.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4174,43,8.0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4175,38,4.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4176,66,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4177,74,1.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4179,89,0.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4180,30,10.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4181,33,0.0,5.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
4182,37,3.0,3.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4183,69,0.0,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4184,51,6.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4185,19,10.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4186,45,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4187,32,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4188,22,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4189,26,1.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4190,43,0.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
4191,19,7.0,2.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4192,48,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4193,61,1.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4194,20,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
4195,22,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4196,31,9.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4197,25,9.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4198,41,8.0,3.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4199,36,9.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4200,48,1.0,5.0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4201,27,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4202,35,1.0,1.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
4203,39,0.0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4204,38,0.0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4205,57,7.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4206,38,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4207,80,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4209,61,9.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4210,29,5.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
4211,23,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4212,83,1.0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4213,37,0.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4214,35,0.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4215,41,9.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4217,81,1.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4218,58,2.0,1.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4219,38,8.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4220,18,10.0,2.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4221,37,1.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4222,43,4.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4223,36,4.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4224,76,0.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4225,33,14.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4226,43,1.0,5.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
4227,47,1.0,7.0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
4228,81,8.0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4229,27,10.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4230,29,1.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
4231,38,4.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4233,37,0.0,5.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4234,47,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4236,51,1.0,5.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4237,86,1.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
4238,56,1.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4239,59,3.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4240,33,0.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4243,32,3.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4244,26,3.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4246,70,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4247,30,5.0,4.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4248,37,9.0,6.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4249,30,0.0,9.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4250,23,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4251,42,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4252,48,1.0,4.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
4253,28,0.0,7.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
4254,65,3.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
